AgencyID,SiteID,ServiceID,Category,Name,Address 1,City,State,ZIP Code,Contact 1 Phone,Program Contact 2,Web Site,Service Group Name,Program Name,PROGRAM DESCRIPTION,BUILDING HOURS,PROGRAM HOURS,INTAKE PROCEDURE,ELIGIBILITY,Gender,Ages,Parsed Program Hours,Notes Program Hours
UWDC63039,2,70543,Food,MADISON METROPOLITAN SCHOOL DISTRICT FOOD SERVICES,4711 Pflaum Rd,Madison,WI,53718,,(608) 204-4001  Steve Youngbauer - syoungbauer@madison.k12.wi.us,foodsvcweb.madison.k12.wi.us/menus,SCHOOL BREAKFASTS,,Parents can inquire at their child's school office to find out if the school has a Breakfast Program.,Monday-Friday 7:30am-4:00pm,Monday-Friday 7:30am-4:00pm,Call for info,Students attending Madison Metro Schools,Everyone,Youth,Monday-Friday 7:30am-4:00pm,
UWDC63060,1,70555,Shelter,DANE COUNTY JUVENILE COURT PROGRAM,210 Martin Luther King Jr Blvd Rm 200,Madison,WI,53703,,(608) 246-3339  Suzanne Stute - stute@countyofdane.com,www.countyofdane.com/juvenilecourt/,RUNAWAY/YOUTH SHELTERS,Juvenile Shelter Home,"The Shelter Home provides non-secure (unlocked) residential services for juveniles who may need a place to stay pending further court action but for whom placement in a secure setting (detention) is not necessary or legal. The Shelter Home provides for placement of up to eight boys and eight girls who are involved in the Delinquency or CHIPS systems. Most juveniles may stay at the Shelter Home for up to 60 days. Juveniles may also be placed at Shelter Home on an emergency basis if they are in between placements and also if Briarpatch does not have an overnight placement for a juvenile.The Dane County Juvenile Shelter Home is located at 2402 Atwood Ave, Madison, WI 53704",Monday-Friday 7:45am-4:30pm,24-7,Call for info,Adolescents,Everyone,Youth,24hours,24-7
UWDC63083,1,70583,Medical,AGRACE- MADISON,5395 E Cheryl Pkwy,Madison,WI,53711,(608) 327-7192,(608) 276-4660  Karil Walther (Director of Inpatient Unit),www.agracehospicecare.org/,HOSPICE FACILITIES,Hospice In-patient Unit,"HospiceCare Inpatient Unit is an option for hospice patients who are unable to remain at home. The Unit provides 50 private rooms with 24-hour care by hospice nurses as well as around-the-clock on-call support from hospice physicians, social workers, Hospice counselors, and volunteers. The Inpatient Unit can meet short-term acute medical needs with comprehensive care in a home-like setting. In addition, respite care is available (up to five days every other  month) to provide a break to caregivers from full-time caregiving responsibilities.",Monday-Friday 8:00am-5:00pm,,Call for info,"To be eligible for Hospice, patients must have a life expectancy of six months or less and a primary treatment goal of comfort rather than cure.",Everyone,Everyone,Monday-Friday 8:00am-5:00pm,
UWDC63083,1,70588,Medical,AGRACE- MADISON,5395 E Cheryl Pkwy,Madison,WI,53711,(608) 327-7192,(608) 276-4660  Norene Mostkoff (Chief Clinical Officer),www.agracehospicecare.org/,IN HOME HOSPICE CARE,In-home Hospice Services,"Agrace HospiceCare partners with more than 150 local residential facilities, including: skilled nursing, group homes, and assisted living facilities, to provide in-home hospice services. They offer visits from an interdisciplinary team including physicians, nurses, nursing assistants, social workers, grief counselors, and trained volunteers. Services include medical and nursing care, therapies, social work and counseling for terminally ill patients and their families.",Monday-Friday 8:00am-5:00pm,"Offer visits as needed, 24-7",Call and request to speak to someone in admissions,Terminal illness: prognosis of a six months or less: physician deems appropriate: not actively receiving curative treatment,Everyone,Everyone,,"Offer visits as needed, 24/7"
UWDC63083,1,96802,Medical,AGRACE- MADISON,5395 E Cheryl Pkwy,Madison,WI,53711,(608) 327-7192,(608) 276-4660 (Main),www.agracehospicecare.org/,HOSPICE FACILITIES,Hospice Residential Facility,"Residential care is available for hospice patients who would like to live on the Agrace campus. Staff to resident ratio is 6:1. Overnight awake staff is available. Rooms are either single or double rooms, each with a private bathroom.  Rooms are furnished with a hospital bed, night stand, pull-out couch, end tables, chairs, a radio, and TV. Residents are allowed to bring their own furnishings.  Residents are served by an interdisciplinary team consisting of physicians, RN's, LPN's, CNA's, Social Workers, hospice counselors, pharmacist, dieticians and volunteers. They are able to accommodate those with dementia and some behaviors on a case by case basis. Activities are offered including music and art programs. Special diets can be accommodated. Building and grounds are smoke-free. Respite care is available as space allows. Pets are allowed on a visiting basis only. Overnight guests are allowed: community spaces are available to guests or there are pull-out sofa beds available in resident rooms. Volunteers are available to offer transportation for residents.",Monday-Friday 8:00am-5:00pm,Call for intake hours,Contact admissions,"All ages. Must meet hospice patient requirements (terminal illness, life expectancy 6mo or less with primary goal of comfort not curative treatment).",Everyone,Everyone,,Call for intake hours
UWDC63083,2,70580,Hygiene,AGRACE HOSPICECARE THRIFT STORE,122 Junction Rd,Madison,WI,53717,,(608) 833-4556  Judy Purcell (Retail Manager),,THRIFT SHOPS,,"Thrift store has used furniture, antiques, clothing, shoes and accessories, jewelry, small appliances and electronics in good working condition, housewares (china, glassware and cookware), home d_cor (lamps, vases and framed art- pictures), domestics (linens and rugs), toys and games, sporting goods, books, music and videos.",Tuesday-Thursday 10:00am-7:00pm; Friday-Saturday 10:00am-5:00pm,"Monday - Thursday 10:00am - 7:00pm, Friday - Saturday 10:00am - 5:00pm, Sunday 12:00pm - 4:00pm",Walk in during open hours,General public,Everyone,Everyone,Monday - Thursday 10:00am - 7:00pm; Friday - Saturday 10:00am - 5:00pm; Sunday 12:00pm - 4:00pm,
UWDC63083,3,70580,Hygiene,AGRACE HOSPICECARE THRIFT STORE,2402 East Springs Drive,Madison,WI,53704,,(608) 327-7200 (Main),,THRIFT SHOPS,,"Thrift store has used furniture, antiques, clothing, shoes and accessories, jewelry, small appliances and electronics in good working condition, housewares (china, glassware and cookware), home d_cor (lamps, vases and framed art- pictures), domestics (linens and rugs), toys and games, sporting goods, books, music and videos.",Monday-Thursday 10:00am-7:00pm; Friday-Saturday 10:00am-5:00pm; Sunday 12:00pm-4:00pm,"Monday - Thursday 10:00am - 7:00pm, Friday - Saturday 10:00am - 5:00pm, Sunday 12:00pm - 4:00pm",Walk in during open hours,General public,Everyone,Everyone,Monday - Thursday 10:00am - 7:00pm; Friday - Saturday 10:00am - 5:00pm; Sunday 12:00pm - 4:00pm,
UWDC63089,1,70594,Community,SUNSHINE PLACE,18 Rickel Road,Sun Prairie,WI,53590,(608) 825-3875,(608) 825-3875,www.sunshineplace.org,NEIGHBORHOOD MULTIPURPOSE CENTERS,,"A non-profit one-stop shop, opened in 2007, for social services needs for Sun Prairie residents. The following agencies have offices in the center: Sun Prairie Emergency Food Pantry, Sun Prairie Joining Forces for Families and Porchlight's Home Mission Fund.For more information, see individual listings for these agencies.",,Call for information,Call for information,Sun Prairie Area School District residents,Everyone,Everyone,,Call for referral
UWDC63089,1,93115,Hygiene,SUNSHINE PLACE,18 Rickel Road,Sun Prairie,WI,53590,(608) 825-3875,,www.sunshineplace.org,BEDS,Sunshine Connections Bed Drive,"Provides new beds which includes the mattress and box spring. Also can provide bedding for those in need including pillow, sheets, comforter, and mattress pad. This program is based on donations and completely volunteer run.",,,"Email for request (may take a few days for a response), or contact Sun Prarie school social worker or JFF office for a referral.",Sun Prarie residents with a focus on beds for children,Everyone,Everyone,,Call for referral
UWDC63089,1,95829,Hygiene,SUNSHINE PLACE,18 Rickel Road,Sun Prairie,WI,53590,(608) 825-3875,(608) 825-3875 - To make a referral (Main),www.sunshineplace.org,GENERAL CLOTHING PROVISION,C.A.R.D.S. Closet,Accepts clean and gently used clothing for students K-12 grades. Clothing is donated to Sun Prairie Area School District students through requests made with the school social worker.,,"","Drop offs accepted at the Prairie Athletic Club, Cardinal Heating, Prairie Kids Club, or email to request drop off. Call to make a referral.","Sun Prairie School District ResidentsReferral Only (Acceptable referrals include social workers, clergy, basketball coaches, teachers, landlords, YMCA etc)",Everyone,Everyone,,Call for referral
UWDC63089,4,70595,Food,SUNSHINE COURT,1632 W Main St,Sun Prairie,WI,53590,,(608) 825-3875 (Sunshine Place Business Office),www.sunshinesupper.org,SOUP KITCHENS,Sunshine Supper,Free hot meal served for the community,Mondays  5:00pm - 7:00 pm,Monday 5:30pm-6:30pm. Best to arrive between 5:00pm and 6:00pm.,Walk-in,Sun Prairie Area School District residents,Everyone,Everyone,Monday 5:30pm-6:30pm,Best to arrive between 5:00pm and 6:00pm.
UWDC63089,4,97034,Food,SUNSHINE COURT,1632 W Main St,Sun Prairie,WI,53590,,(608) 825-3875 (Sunshine Place Business Office),www.sunshinesupper.org,SUMMER FOOD SERVICE PROGRAMS,,"Summer lunch program for students in the Sun Prairie School District. Program will run from Friday June 23, 2014 until Friday August 15, 2014: and will be closed Friday July 4. No adult meals will be served.",Mondays  5:00pm - 7:00 pm,Monday-Friday 12:00pm-1:00pm,Walk in,Children aged 18 or younger in the Sun Prairie School District,Everyone,Youth,Monday-Friday 12:00pm-1:00pm,
UWDC63156,1,70668,Medical,UW HEALTH - UNIVERSITY OF WISCONSIN EYE CLINIC,2880 University Ave,Madison,WI,53705,(608) 262-3953,,,EYE EXAMINATIONS,,"Provides eye exams (only) for uninsured and underinsured patients. (Lions Club will cover cost of glasses, for city of Madison residents only, if needed.) Referrals are made from outside agencies or clinics, including, but not limited to: Access Community Health Centers, MEDiC Clinics, Porchlight, Public Health Madison and Dane County, Safe Haven Transitional Housing, The Salvation Army and school nurses. Clinic is run by two residents and one faculty once a month. Appointments should be made by referring clinic following a financial screening. Patients requiring a follow-up appointment during regular clinic hours will be billed a full-fee clinic visit. Financial arrangements can be made by contacting UW Hospital and Clinics Business Office.",Monday-Friday 8:00am-5:00pm,"One Saturday a month, hours Vary",Referrals are required: no walk-ins accepted. All patients must have filled out a financial information sheet that the referring agency sends or faxes to the clinic.,"Dane County residents, must be at or below federal food stamp level, must not have insurance covering eye exams",Everyone,Everyone,,"One Saturday a month, hours vary."
UWDC63194,1,85719,Hygiene,EAST MADISON/MONONA COALITION OF THE AGING,4142 Monona Dr,Madison,WI,53716,,(608) 223-3100 (Main),www.emmca.org,HAIRDRESSING/NAIL CARE,Health & Wellness Programs,"Offers a nail and foot care clinic for non-diabetic older adults every 1st & 4th Wednesday of the month from 1:00pm  - 3:00pm at Lake Edge Lutheran Church (4032 Monona Dr., Madison).",Monday-Friday 8:00am - 4:00pm,"1:00pm - 3:00pm, 1st & 4th Wednesday",Call to make a reservation,Seniors ages 60 years and over,Everyone,Seniors,Wednesday 1:00pm - 3:00pm,1st & 4th Wednesday of the month
UWDC63194,2,70688,Food,EAST MADISON/MONONA COALITION OF THE AGING,250 Femrite Dr,Monona,WI,53716,,(608) 223-3100  Theresa Pimental - TheresaP@emmca.org,www.emmca.org,CONGREGATE MEALS/NUTRITION SITES,,"Provides a balanced, hot senior congregate meal.",,"Meal served Monday and Wednesday from 11:30am.",Call for reservation by 12:00pm on the previous day,Older Adults and people with disabilities,Everyone,Seniors,"Monday, Wednesday 11:30am-2:00pm",Meals served Mondays and Wednesdays from 11:30am.
UWDC63194,3,70692,Food,EAST MADISON/MONONA COALITION OF THE AGING,1501 Lake Point Drive,Madison,WI,53713,,(608) 223-3100  Vicki Ward (Nutrition Site Manager),www.emmca.org,CONGREGATE MEALS/NUTRITION SITES,,"Provides a balanced, hot, congregate meal to older adults.",,"Meals served Monday, Wednesday, Friday from 11:30am",Call for reservation by 12:00pm on the previous day,Older adults and people with disabilities,Everyone,Seniors,"Monday, Wednesday, Friday 11:30am-2:00pm","Meals served Monday, Wednesday, Friday from 11:30am."
UWDC63198,1,70693,Food,NORTH/EASTSIDE SENIOR COALITION,1625 Northport Dr Ste 125,Madison,WI,53704,(608) 243-5252,(608) 243-5252 ext: 206  Laura Hunt - lhunt@nescoinc.org,www.nescoinc.org,CONGREGATE MEALS/NUTRITION SITES,Warner Park Community Park Recreation Center Dining Site,"Warner Park Dining site serves a nutritious mid-day meal and socialization Monday-Friday. Before the meal there are social activities, nutritional information and educational  programs. Transportation provided Monday-Friday for those individuals (60+) in NESCO's northeast Madison service area. Tuesday-Fridays transportation is free: Monday-Wednesdays-Thursday transportation is $0.50 each way.",Monday-Friday 8:00am-4:30pm,Monday-Friday 8:00am-1:00pm: Meal served at 11:30am,Reservations are required by calling by noon the previous weekday to reserve a meal,General public,Everyone,Everyone,Monday-Friday 8:00am-1:00pm,Meal served at 11:30am
UWDC63198,1,94117,Community,NORTH/EASTSIDE SENIOR COALITION,1625 Northport Dr Ste 125,Madison,WI,53704,(608) 243-5252,,www.nescoinc.org,SENIOR CENTERS,,"The North-Eastside Senior Coalition (NESCO) provides programs, advocacy and services that help older adults maintain their dignity while remaining independent and as active as possible in the community. NESCO is located at the Warner Park Community Recreation Center and  provides programs and services such as outreach and case management: transportation: meals (three dining sites): educational, recreational, and social options: Supportive Home Care: health services: travel opportunities, support groups, health clinics, and cultural diversity programs for African American and Latino older adults. Special events offered throughout the year including a multicultural senior health fair in May and a caregiver resource fair in the fall.  There are also many volunteer opportunities. Blood pressure screenings available throughout the year: flu vaccines offered every fall. Contact NESCO for a list of current events, activities, lifelong learning programs and other recreational opportunities.",Monday-Friday 8:00am-4:30pm,"8:00am - 4:30pm (office hours) Program hours vary",Call for further information,Varies by program,Everyone,Seniors,Monday-Friday 8:00am - 4:30pm,Weekday office hours. Program hours vary.
